mode,rolling_window_years,use_sample_weight,l1_ratio,c_value,min_recall,threshold,top1,top3,auc,pr_auc,precision,recall,f1,n_folds,backtest_hit1,backtest_hit3,backtest_n,backtest_w_hit1,backtest_w_hit3,top1_std,top3_std,f1_std,auc_std,pr_auc_std,top1_min,top3_min,f1_min,auc_min
expanding,5,False,1.0,0.2,0.7,0.14545454545454548,0.7272727272727273,0.8181818181818182,0.6718614718614718,0.4646464646464646,0.36767676767676766,1.0,0.4732388823297914,11,-1,-1,-1,0.0,0.0,0.4453617714151233,0.38569460791993504,0.2810523758421252,0.23749234965125907,0.34978165970848385,0.0,0.0,0.18181818181818182,0.33333333333333337
expanding,5,False,1.0,0.2,0.8,0.14545454545454548,0.7272727272727273,0.8181818181818182,0.6718614718614718,0.4646464646464646,0.36767676767676766,1.0,0.4732388823297914,11,-1,-1,-1,0.0,0.0,0.4453617714151233,0.38569460791993504,0.2810523758421252,0.23749234965125907,0.34978165970848385,0.0,0.0,0.18181818181818182,0.33333333333333337
expanding,5,False,0.8,0.2,0.6,0.2,0.7272727272727273,0.8181818181818182,0.7173160173160172,0.5404040404040403,0.34469696969696967,0.9090909090909091,0.463059163059163,11,-1,-1,-1,0.0,0.0,0.4453617714151233,0.38569460791993504,0.26238758321536254,0.24787094020567346,0.3668662672905572,0.0,0.0,0.0,0.33333333333333337
expanding,5,False,0.8,0.2,0.7,0.2,0.7272727272727273,0.8181818181818182,0.7173160173160172,0.5404040404040403,0.34469696969696967,0.9090909090909091,0.463059163059163,11,-1,-1,-1,0.0,0.0,0.4453617714151233,0.38569460791993504,0.26238758321536254,0.24787094020567346,0.3668662672905572,0.0,0.0,0.0,0.33333333333333337
expanding,5,False,0.8,0.2,0.8,0.2,0.7272727272727273,0.8181818181818182,0.7173160173160172,0.5404040404040403,0.34469696969696967,0.9090909090909091,0.463059163059163,11,-1,-1,-1,0.0,0.0,0.4453617714151233,0.38569460791993504,0.26238758321536254,0.24787094020567346,0.3668662672905572,0.0,0.0,0.0,0.33333333333333337
expanding,5,True,0.2,0.05,0.6,0.16363636363636364,0.7272727272727273,0.8181818181818182,0.6718614718614718,0.4646464646464646,0.33402203856749313,1.0,0.4525141525141525,11,-1,-1,-1,0.0,0.0,0.4453617714151233,0.38569460791993504,0.25176072133285254,0.23749234965125907,0.34978165970848385,0.0,0.0,0.15384615384615385,0.33333333333333337
expanding,5,True,0.2,0.05,0.7,0.16363636363636364,0.7272727272727273,0.8181818181818182,0.6718614718614718,0.4646464646464646,0.33402203856749313,1.0,0.4525141525141525,11,-1,-1,-1,0.0,0.0,0.4453617714151233,0.38569460791993504,0.25176072133285254,0.23749234965125907,0.34978165970848385,0.0,0.0,0.15384615384615385,0.33333333333333337
expanding,5,True,0.2,0.05,0.8,0.16363636363636364,0.7272727272727273,0.8181818181818182,0.6718614718614718,0.4646464646464646,0.33402203856749313,1.0,0.4525141525141525,11,-1,-1,-1,0.0,0.0,0.4453617714151233,0.38569460791993504,0.25176072133285254,0.23749234965125907,0.34978165970848385,0.0,0.0,0.15384615384615385,0.33333333333333337
expanding,5,False,0.2,0.05,0.6,0.13181818181818183,0.7272727272727273,0.8181818181818182,0.7173160173160172,0.5404040404040403,0.2939787485242031,1.0,0.40857475857475856,11,-1,-1,-1,0.0,0.0,0.4453617714151233,0.38569460791993504,0.23875094548513504,0.24787094020567346,0.3668662672905572,0.0,0.0,0.15384615384615385,0.33333333333333337
expanding,5,False,0.2,0.05,0.7,0.13181818181818183,0.7272727272727273,0.8181818181818182,0.7173160173160172,0.5404040404040403,0.2939787485242031,1.0,0.40857475857475856,11,-1,-1,-1,0.0,0.0,0.4453617714151233,0.38569460791993504,0.23875094548513504,0.24787094020567346,0.3668662672905572,0.0,0.0,0.15384615384615385,0.33333333333333337
expanding,5,False,0.2,0.05,0.8,0.13181818181818183,0.7272727272727273,0.8181818181818182,0.7173160173160172,0.5404040404040403,0.2939787485242031,1.0,0.40857475857475856,11,-1,-1,-1,0.0,0.0,0.4453617714151233,0.38569460791993504,0.23875094548513504,0.24787094020567346,0.3668662672905572,0.0,0.0,0.15384615384615385,0.33333333333333337
expanding,5,False,0.5,0.1,0.6,0.13636363636363635,0.7272727272727273,0.8181818181818182,0.6718614718614718,0.4646464646464646,0.2872294372294373,1.0,0.4008612599521691,11,-1,-1,-1,0.0,0.0,0.4453617714151233,0.38569460791993504,0.23567729224633277,0.23749234965125907,0.34978165970848385,0.0,0.0,0.15384615384615385,0.33333333333333337
expanding,5,False,0.5,0.1,0.7,0.13636363636363635,0.7272727272727273,0.8181818181818182,0.6718614718614718,0.4646464646464646,0.2872294372294373,1.0,0.4008612599521691,11,-1,-1,-1,0.0,0.0,0.4453617714151233,0.38569460791993504,0.23567729224633277,0.23749234965125907,0.34978165970848385,0.0,0.0,0.15384615384615385,0.33333333333333337
expanding,5,False,0.5,0.1,0.8,0.13636363636363635,0.7272727272727273,0.8181818181818182,0.6718614718614718,0.4646464646464646,0.2872294372294373,1.0,0.4008612599521691,11,-1,-1,-1,0.0,0.0,0.4453617714151233,0.38569460791993504,0.23567729224633277,0.23749234965125907,0.34978165970848385,0.0,0.0,0.15384615384615385,0.33333333333333337
expanding,5,False,0.8,0.1,0.6,0.11818181818181818,0.7272727272727273,0.8181818181818182,0.5718614718614718,0.29884559884559886,0.27066872521417973,1.0,0.37610722610722613,11,-1,-1,-1,0.0,0.0,0.4453617714151233,0.38569460791993504,0.24820700358107675,0.18053557082567434,0.25991886996665975,0.0,0.0,0.14285714285714285,0.33333333333333337
expanding,5,False,0.8,0.1,0.7,0.11818181818181818,0.7272727272727273,0.8181818181818182,0.5718614718614718,0.29884559884559886,0.27066872521417973,1.0,0.37610722610722613,11,-1,-1,-1,0.0,0.0,0.4453617714151233,0.38569460791993504,0.24820700358107675,0.18053557082567434,0.25991886996665975,0.0,0.0,0.14285714285714285,0.33333333333333337
expanding,5,False,0.8,0.1,0.8,0.11818181818181818,0.7272727272727273,0.8181818181818182,0.5718614718614718,0.29884559884559886,0.27066872521417973,1.0,0.37610722610722613,11,-1,-1,-1,0.0,0.0,0.4453617714151233,0.38569460791993504,0.24820700358107675,0.18053557082567434,0.25991886996665975,0.0,0.0,0.14285714285714285,0.33333333333333337
expanding,5,True,0.5,0.1,0.6,0.16363636363636364,0.6363636363636364,0.8181818181818182,0.6635970090515545,0.41919191919191917,0.3143250688705234,1.0,0.4313020313020313,11,-1,-1,-1,0.0,0.0,0.4810456929208346,0.38569460791993504,0.24496910969583371,0.2272924377836561,0.3071479501465983,0.0,0.0,0.15384615384615385,0.33333333333333337
expanding,5,True,0.5,0.1,0.7,0.16363636363636364,0.6363636363636364,0.8181818181818182,0.6635970090515545,0.41919191919191917,0.3143250688705234,1.0,0.4313020313020313,11,-1,-1,-1,0.0,0.0,0.4810456929208346,0.38569460791993504,0.24496910969583371,0.2272924377836561,0.3071479501465983,0.0,0.0,0.15384615384615385,0.33333333333333337
expanding,5,True,0.5,0.1,0.8,0.16363636363636364,0.6363636363636364,0.8181818181818182,0.6635970090515545,0.41919191919191917,0.3143250688705234,1.0,0.4313020313020313,11,-1,-1,-1,0.0,0.0,0.4810456929208346,0.38569460791993504,0.24496910969583371,0.2272924377836561,0.3071479501465983,0.0,0.0,0.15384615384615385,0.33333333333333337
expanding,5,True,0.8,0.2,0.6,0.14545454545454548,0.6363636363636364,0.8181818181818182,0.6635970090515545,0.41919191919191917,0.3060606060606061,1.0,0.4189053370871552,11,-1,-1,-1,0.0,0.0,0.4810456929208346,0.38569460791993504,0.25285150039356025,0.2272924377836561,0.3071479501465983,0.0,0.0,0.15384615384615385,0.33333333333333337
expanding,5,True,0.8,0.2,0.7,0.14545454545454548,0.6363636363636364,0.8181818181818182,0.6635970090515545,0.41919191919191917,0.3060606060606061,1.0,0.4189053370871552,11,-1,-1,-1,0.0,0.0,0.4810456929208346,0.38569460791993504,0.25285150039356025,0.2272924377836561,0.3071479501465983,0.0,0.0,0.15384615384615385,0.33333333333333337
expanding,5,True,0.8,0.2,0.8,0.14545454545454548,0.6363636363636364,0.8181818181818182,0.6635970090515545,0.41919191919191917,0.3060606060606061,1.0,0.4189053370871552,11,-1,-1,-1,0.0,0.0,0.4810456929208346,0.38569460791993504,0.25285150039356025,0.2272924377836561,0.3071479501465983,0.0,0.0,0.15384615384615385,0.33333333333333337
expanding,5,True,1.0,0.2,0.6,0.1409090909090909,0.6363636363636364,0.8181818181818182,0.6098780007870916,0.32611832611832614,0.30155450609996065,1.0,0.4146353646353646,11,-1,-1,-1,0.0,0.0,0.4810456929208346,0.38569460791993504,0.24800768375821725,0.19394552702446663,0.24905521435830766,0.0,0.0,0.15384615384615385,0.33333333333333337
expanding,5,True,1.0,0.2,0.7,0.1409090909090909,0.6363636363636364,0.8181818181818182,0.6098780007870916,0.32611832611832614,0.30155450609996065,1.0,0.4146353646353646,11,-1,-1,-1,0.0,0.0,0.4810456929208346,0.38569460791993504,0.24800768375821725,0.19394552702446663,0.24905521435830766,0.0,0.0,0.15384615384615385,0.33333333333333337
expanding,5,True,1.0,0.2,0.8,0.1409090909090909,0.6363636363636364,0.8181818181818182,0.6098780007870916,0.32611832611832614,0.30155450609996065,1.0,0.4146353646353646,11,-1,-1,-1,0.0,0.0,0.4810456929208346,0.38569460791993504,0.24800768375821725,0.19394552702446663,0.24905521435830766,0.0,0.0,0.15384615384615385,0.33333333333333337
expanding,5,True,0.8,0.1,0.6,0.12272727272727274,0.6363636363636364,0.8181818181818182,0.6098780007870916,0.32611832611832614,0.2864029909484455,1.0,0.3922577422577423,11,-1,-1,-1,0.0,0.0,0.4810456929208346,0.38569460791993504,0.2591725301072792,0.19394552702446663,0.24905521435830766,0.0,0.0,0.15384615384615385,0.33333333333333337
expanding,5,True,0.8,0.1,0.7,0.12272727272727274,0.6363636363636364,0.8181818181818182,0.6098780007870916,0.32611832611832614,0.2864029909484455,1.0,0.3922577422577423,11,-1,-1,-1,0.0,0.0,0.4810456929208346,0.38569460791993504,0.2591725301072792,0.19394552702446663,0.24905521435830766,0.0,0.0,0.15384615384615385,0.33333333333333337
expanding,5,True,0.8,0.1,0.8,0.12272727272727274,0.6363636363636364,0.8181818181818182,0.6098780007870916,0.32611832611832614,0.2864029909484455,1.0,0.3922577422577423,11,-1,-1,-1,0.0,0.0,0.4810456929208346,0.38569460791993504,0.2591725301072792,0.19394552702446663,0.24905521435830766,0.0,0.0,0.15384615384615385,0.33333333333333337
expanding,5,False,0.5,0.2,0.6,0.21818181818181823,0.5454545454545454,0.8181818181818182,0.7445887445887447,0.5782828282828283,0.5037190082644627,0.9090909090909091,0.5774891774891775,11,-1,-1,-1,0.0,0.0,0.49792959773196915,0.38569460791993504,0.3575846670378364,0.23879786134482053,0.3399631470211398,0.0,0.0,0.0,0.33333333333333337
expanding,5,False,0.5,0.2,0.7,0.21818181818181823,0.5454545454545454,0.8181818181818182,0.7445887445887447,0.5782828282828283,0.5037190082644627,0.9090909090909091,0.5774891774891775,11,-1,-1,-1,0.0,0.0,0.49792959773196915,0.38569460791993504,0.3575846670378364,0.23879786134482053,0.3399631470211398,0.0,0.0,0.0,0.33333333333333337
expanding,5,False,0.5,0.2,0.8,0.21818181818181823,0.5454545454545454,0.8181818181818182,0.7445887445887447,0.5782828282828283,0.5037190082644627,0.9090909090909091,0.5774891774891775,11,-1,-1,-1,0.0,0.0,0.49792959773196915,0.38569460791993504,0.3575846670378364,0.23879786134482053,0.3399631470211398,0.0,0.0,0.0,0.33333333333333337
expanding,5,False,1.0,0.4,0.6,0.24545454545454548,0.5454545454545454,0.8181818181818182,0.7445887445887447,0.5782828282828283,0.4621212121212121,0.9090909090909091,0.5528925619834711,11,-1,-1,-1,0.0,0.0,0.49792959773196915,0.38569460791993504,0.3291279008486836,0.23879786134482053,0.3399631470211398,0.0,0.0,0.0,0.33333333333333337
expanding,5,False,1.0,0.4,0.7,0.24545454545454548,0.5454545454545454,0.8181818181818182,0.7445887445887447,0.5782828282828283,0.4621212121212121,0.9090909090909091,0.5528925619834711,11,-1,-1,-1,0.0,0.0,0.49792959773196915,0.38569460791993504,0.3291279008486836,0.23879786134482053,0.3399631470211398,0.0,0.0,0.0,0.33333333333333337
expanding,5,False,1.0,0.4,0.8,0.24545454545454548,0.5454545454545454,0.8181818181818182,0.7445887445887447,0.5782828282828283,0.4621212121212121,0.9090909090909091,0.5528925619834711,11,-1,-1,-1,0.0,0.0,0.49792959773196915,0.38569460791993504,0.3291279008486836,0.23879786134482053,0.3399631470211398,0.0,0.0,0.0,0.33333333333333337
expanding,5,False,0.0,0.05,0.6,0.3681818181818182,0.45454545454545453,0.8181818181818182,0.7961038961038962,0.6388888888888888,0.5567493112947658,0.9090909090909091,0.6363636363636364,11,-1,-1,-1,0.0,0.0,0.49792959773196915,0.38569460791993504,0.33947509852133456,0.21922464314793688,0.34471315683307935,0.0,0.0,0.0,0.33333333333333337
expanding,5,False,0.0,0.05,0.7,0.3681818181818182,0.45454545454545453,0.8181818181818182,0.7961038961038962,0.6388888888888888,0.5567493112947658,0.9090909090909091,0.6363636363636364,11,-1,-1,-1,0.0,0.0,0.49792959773196915,0.38569460791993504,0.33947509852133456,0.21922464314793688,0.34471315683307935,0.0,0.0,0.0,0.33333333333333337
expanding,5,False,0.0,0.05,0.8,0.3681818181818182,0.45454545454545453,0.8181818181818182,0.7961038961038962,0.6388888888888888,0.5567493112947658,0.9090909090909091,0.6363636363636364,11,-1,-1,-1,0.0,0.0,0.49792959773196915,0.38569460791993504,0.33947509852133456,0.21922464314793688,0.34471315683307935,0.0,0.0,0.0,0.33333333333333337
expanding,5,False,0.2,0.1,0.6,0.22272727272727275,0.45454545454545453,0.8181818181818182,0.7597402597402598,0.601010101010101,0.5181818181818182,0.9090909090909091,0.5987012987012986,11,-1,-1,-1,0.0,0.0,0.49792959773196915,0.38569460791993504,0.3390243371371256,0.22783398025244878,0.3252972238562556,0.0,0.0,0.0,0.33333333333333337
expanding,5,False,0.2,0.1,0.7,0.22272727272727275,0.45454545454545453,0.8181818181818182,0.7597402597402598,0.601010101010101,0.5181818181818182,0.9090909090909091,0.5987012987012986,11,-1,-1,-1,0.0,0.0,0.49792959773196915,0.38569460791993504,0.3390243371371256,0.22783398025244878,0.3252972238562556,0.0,0.0,0.0,0.33333333333333337
expanding,5,False,0.2,0.1,0.8,0.22272727272727275,0.45454545454545453,0.8181818181818182,0.7597402597402598,0.601010101010101,0.5181818181818182,0.9090909090909091,0.5987012987012986,11,-1,-1,-1,0.0,0.0,0.49792959773196915,0.38569460791993504,0.3390243371371256,0.22783398025244878,0.3252972238562556,0.0,0.0,0.0,0.33333333333333337
expanding,5,False,0.0,0.1,0.6,0.3590909090909091,0.36363636363636365,0.8181818181818182,0.7597402597402598,0.5782828282828283,0.51010101010101,0.9090909090909091,0.6090909090909091,11,-1,-1,-1,0.0,0.0,0.48104569292083466,0.38569460791993504,0.3078406084654617,0.21553138310493847,0.33434572308411287,0.0,0.0,0.0,0.33333333333333337
expanding,5,False,0.0,0.1,0.7,0.3590909090909091,0.36363636363636365,0.8181818181818182,0.7597402597402598,0.5782828282828283,0.51010101010101,0.9090909090909091,0.6090909090909091,11,-1,-1,-1,0.0,0.0,0.48104569292083466,0.38569460791993504,0.3078406084654617,0.21553138310493847,0.33434572308411287,0.0,0.0,0.0,0.33333333333333337
expanding,5,False,0.0,0.1,0.8,0.3590909090909091,0.36363636363636365,0.8181818181818182,0.7597402597402598,0.5782828282828283,0.51010101010101,0.9090909090909091,0.6090909090909091,11,-1,-1,-1,0.0,0.0,0.48104569292083466,0.38569460791993504,0.3078406084654617,0.21553138310493847,0.33434572308411287,0.0,0.0,0.0,0.33333333333333337
expanding,5,False,0.2,0.2,0.6,0.29090909090909095,0.2727272727272727,0.8181818181818182,0.6688311688311688,0.5328282828282828,0.45707070707070707,0.9090909090909091,0.5696969696969697,11,-1,-1,-1,0.0,0.0,0.4453617714151233,0.38569460791993504,0.2872561048764622,0.29225813258858463,0.30677401269969173,0.0,0.0,0.0,0.0
expanding,5,False,0.2,0.2,0.7,0.29090909090909095,0.2727272727272727,0.8181818181818182,0.6688311688311688,0.5328282828282828,0.45707070707070707,0.9090909090909091,0.5696969696969697,11,-1,-1,-1,0.0,0.0,0.4453617714151233,0.38569460791993504,0.2872561048764622,0.29225813258858463,0.30677401269969173,0.0,0.0,0.0,0.0
expanding,5,False,0.2,0.2,0.8,0.29090909090909095,0.2727272727272727,0.8181818181818182,0.6688311688311688,0.5328282828282828,0.45707070707070707,0.9090909090909091,0.5696969696969697,11,-1,-1,-1,0.0,0.0,0.4453617714151233,0.38569460791993504,0.2872561048764622,0.29225813258858463,0.30677401269969173,0.0,0.0,0.0,0.0
expanding,5,False,0.8,0.4,0.6,0.30000000000000004,0.45454545454545453,0.7272727272727273,0.7233766233766235,0.5782828282828283,0.49393939393939396,0.9090909090909091,0.5892561983471075,11,-1,-1,-1,0.0,0.0,0.49792959773196915,0.4453617714151233,0.3186533660118726,0.24940625883033024,0.3399631470211398,0.0,0.0,0.0,0.33333333333333337
expanding,5,False,0.8,0.4,0.7,0.30000000000000004,0.45454545454545453,0.7272727272727273,0.7233766233766235,0.5782828282828283,0.49393939393939396,0.9090909090909091,0.5892561983471075,11,-1,-1,-1,0.0,0.0,0.49792959773196915,0.4453617714151233,0.3186533660118726,0.24940625883033024,0.3399631470211398,0.0,0.0,0.0,0.33333333333333337
expanding,5,False,0.8,0.4,0.8,0.30000000000000004,0.45454545454545453,0.7272727272727273,0.7233766233766235,0.5782828282828283,0.49393939393939396,0.9090909090909091,0.5892561983471075,11,-1,-1,-1,0.0,0.0,0.49792959773196915,0.4453617714151233,0.3186533660118726,0.24940625883033024,0.3399631470211398,0.0,0.0,0.0,0.33333333333333337
expanding,5,False,0.0,0.4,0.6,0.3272727272727274,0.36363636363636365,0.7272727272727273,0.7158008658008658,0.5772727272727273,0.49025974025974023,0.9090909090909091,0.5850649350649351,11,-1,-1,-1,0.0,0.0,0.48104569292083466,0.4453617714151233,0.31939647998952,0.3155887208062684,0.34320773866925114,0.0,0.0,0.0,0.0
expanding,5,False,0.0,0.4,0.7,0.3272727272727274,0.36363636363636365,0.7272727272727273,0.7158008658008658,0.5772727272727273,0.49025974025974023,0.9090909090909091,0.5850649350649351,11,-1,-1,-1,0.0,0.0,0.48104569292083466,0.4453617714151233,0.31939647998952,0.3155887208062684,0.34320773866925114,0.0,0.0,0.0,0.0
expanding,5,False,0.0,0.4,0.8,0.3272727272727274,0.36363636363636365,0.7272727272727273,0.7158008658008658,0.5772727272727273,0.49025974025974023,0.9090909090909091,0.5850649350649351,11,-1,-1,-1,0.0,0.0,0.48104569292083466,0.4453617714151233,0.31939647998952,0.3155887208062684,0.34320773866925114,0.0,0.0,0.0,0.0
