mode,rolling_window_years,use_sample_weight,l1_ratio,c_value,min_recall,threshold,top1,top3,auc,pr_auc,precision,recall,f1,n_folds
rolling,5,False,0.2,1.2,0.6,0.40454545454545465,0.18181818181818182,0.6363636363636364,0.6886265249901613,0.45252525252525255,0.37424242424242427,0.7272727272727273,0.4606060606060606,11
rolling,5,False,0.2,1.2,0.7,0.40454545454545465,0.18181818181818182,0.6363636363636364,0.6886265249901613,0.45252525252525255,0.37424242424242427,0.7272727272727273,0.4606060606060606,11
rolling,5,False,0.2,1.2,0.8,0.40454545454545465,0.18181818181818182,0.6363636363636364,0.6886265249901613,0.45252525252525255,0.37424242424242427,0.7272727272727273,0.4606060606060606,11
rolling,5,False,0.8,1.2,0.6,0.33636363636363636,0.18181818181818182,0.6363636363636364,0.6304014167650532,0.4257575757575757,0.3333333333333333,0.7272727272727273,0.43636363636363634,11
rolling,5,False,0.8,1.2,0.7,0.33636363636363636,0.18181818181818182,0.6363636363636364,0.6304014167650532,0.4257575757575757,0.3333333333333333,0.7272727272727273,0.43636363636363634,11
rolling,5,False,0.8,1.2,0.8,0.33636363636363636,0.18181818181818182,0.6363636363636364,0.6304014167650532,0.4257575757575757,0.3333333333333333,0.7272727272727273,0.43636363636363634,11
rolling,5,False,0.0,0.8,0.6,0.33181818181818185,0.18181818181818182,0.6363636363636364,0.6704447068083431,0.43737373737373725,0.3287878787878788,0.7272727272727273,0.4303030303030303,11
rolling,5,False,0.0,0.8,0.7,0.33181818181818185,0.18181818181818182,0.6363636363636364,0.6704447068083431,0.43737373737373725,0.3287878787878788,0.7272727272727273,0.4303030303030303,11
rolling,5,False,0.0,0.8,0.8,0.33181818181818185,0.18181818181818182,0.6363636363636364,0.6704447068083431,0.43737373737373725,0.3287878787878788,0.7272727272727273,0.4303030303030303,11
rolling,5,False,0.0,1.2,0.6,0.3772727272727273,0.18181818181818182,0.6363636363636364,0.6886265249901613,0.45252525252525255,0.32575757575757575,0.6363636363636364,0.4151515151515151,11
rolling,5,False,0.0,1.2,0.7,0.3772727272727273,0.18181818181818182,0.6363636363636364,0.6886265249901613,0.45252525252525255,0.32575757575757575,0.6363636363636364,0.4151515151515151,11
rolling,5,False,0.0,1.2,0.8,0.3772727272727273,0.18181818181818182,0.6363636363636364,0.6886265249901613,0.45252525252525255,0.32575757575757575,0.6363636363636364,0.4151515151515151,11
rolling,5,False,0.2,2.0,0.6,0.3727272727272728,0.18181818181818182,0.6363636363636364,0.6886265249901613,0.45252525252525255,0.32575757575757575,0.6363636363636364,0.4151515151515151,11
rolling,5,False,0.2,2.0,0.7,0.3727272727272728,0.18181818181818182,0.6363636363636364,0.6886265249901613,0.45252525252525255,0.32575757575757575,0.6363636363636364,0.4151515151515151,11
rolling,5,False,0.2,2.0,0.8,0.3727272727272728,0.18181818181818182,0.6363636363636364,0.6886265249901613,0.45252525252525255,0.32575757575757575,0.6363636363636364,0.4151515151515151,11
rolling,5,False,0.5,2.0,0.6,0.3772727272727273,0.18181818181818182,0.6363636363636364,0.6886265249901613,0.45252525252525255,0.32575757575757575,0.6363636363636364,0.4151515151515151,11
rolling,5,False,0.5,2.0,0.7,0.3772727272727273,0.18181818181818182,0.6363636363636364,0.6886265249901613,0.45252525252525255,0.32575757575757575,0.6363636363636364,0.4151515151515151,11
rolling,5,False,0.5,2.0,0.8,0.3772727272727273,0.18181818181818182,0.6363636363636364,0.6886265249901613,0.45252525252525255,0.32575757575757575,0.6363636363636364,0.4151515151515151,11
rolling,5,False,0.0,2.0,0.6,0.3727272727272728,0.18181818181818182,0.6363636363636364,0.6810507674144038,0.45151515151515154,0.32575757575757575,0.6363636363636364,0.4151515151515151,11
rolling,5,False,0.0,2.0,0.7,0.3727272727272728,0.18181818181818182,0.6363636363636364,0.6810507674144038,0.45151515151515154,0.32575757575757575,0.6363636363636364,0.4151515151515151,11
rolling,5,False,0.0,2.0,0.8,0.3727272727272728,0.18181818181818182,0.6363636363636364,0.6810507674144038,0.45151515151515154,0.32575757575757575,0.6363636363636364,0.4151515151515151,11
rolling,5,False,1.0,2.0,0.6,0.3818181818181819,0.18181818181818182,0.6363636363636364,0.6174144037780402,0.41060606060606053,0.32575757575757575,0.6363636363636364,0.4151515151515151,11
rolling,5,False,1.0,2.0,0.7,0.3818181818181819,0.18181818181818182,0.6363636363636364,0.6174144037780402,0.41060606060606053,0.32575757575757575,0.6363636363636364,0.4151515151515151,11
rolling,5,False,1.0,2.0,0.8,0.3818181818181819,0.18181818181818182,0.6363636363636364,0.6174144037780402,0.41060606060606053,0.32575757575757575,0.6363636363636364,0.4151515151515151,11
rolling,5,False,0.5,0.8,0.6,0.2954545454545455,0.09090909090909091,0.6363636363636364,0.621310507674144,0.4257575757575757,0.37878787878787873,0.8181818181818182,0.496969696969697,11
rolling,5,False,0.5,0.8,0.7,0.2954545454545455,0.09090909090909091,0.6363636363636364,0.621310507674144,0.4257575757575757,0.37878787878787873,0.8181818181818182,0.496969696969697,11
rolling,5,False,0.5,0.8,0.8,0.2954545454545455,0.09090909090909091,0.6363636363636364,0.621310507674144,0.4257575757575757,0.37878787878787873,0.8181818181818182,0.496969696969697,11
rolling,5,True,0.2,1.2,0.6,0.47727272727272735,0.09090909090909091,0.6363636363636364,0.6726879181424635,0.43282828282828284,0.36363636363636365,0.6363636363636364,0.45454545454545453,11
rolling,5,True,0.2,1.2,0.7,0.47727272727272735,0.09090909090909091,0.6363636363636364,0.6726879181424635,0.43282828282828284,0.36363636363636365,0.6363636363636364,0.45454545454545453,11
rolling,5,True,0.2,1.2,0.8,0.47727272727272735,0.09090909090909091,0.6363636363636364,0.6726879181424635,0.43282828282828284,0.36363636363636365,0.6363636363636364,0.45454545454545453,11
rolling,5,True,1.0,1.2,0.6,0.3681818181818182,0.09090909090909091,0.6363636363636364,0.5832939787485242,0.38636363636363635,0.33636363636363636,0.7272727272727273,0.45454545454545453,11
rolling,5,True,1.0,1.2,0.7,0.3681818181818182,0.09090909090909091,0.6363636363636364,0.5832939787485242,0.38636363636363635,0.33636363636363636,0.7272727272727273,0.45454545454545453,11
rolling,5,True,1.0,1.2,0.8,0.3681818181818182,0.09090909090909091,0.6363636363636364,0.5832939787485242,0.38636363636363635,0.33636363636363636,0.7272727272727273,0.45454545454545453,11
rolling,5,False,0.5,1.2,0.6,0.33181818181818185,0.09090909090909091,0.6363636363636364,0.608323494687131,0.41060606060606053,0.343939393939394,0.7272727272727273,0.4454545454545455,11
rolling,5,False,0.5,1.2,0.7,0.33181818181818185,0.09090909090909091,0.6363636363636364,0.608323494687131,0.41060606060606053,0.343939393939394,0.7272727272727273,0.4454545454545455,11
rolling,5,False,0.5,1.2,0.8,0.33181818181818185,0.09090909090909091,0.6363636363636364,0.608323494687131,0.41060606060606053,0.343939393939394,0.7272727272727273,0.4454545454545455,11
rolling,5,True,0.2,0.8,0.6,0.45454545454545453,0.09090909090909091,0.6363636363636364,0.6726879181424635,0.43282828282828284,0.34848484848484845,0.6363636363636364,0.4393939393939394,11
rolling,5,True,0.2,0.8,0.7,0.45454545454545453,0.09090909090909091,0.6363636363636364,0.6726879181424635,0.43282828282828284,0.34848484848484845,0.6363636363636364,0.4393939393939394,11
rolling,5,True,0.2,0.8,0.8,0.45454545454545453,0.09090909090909091,0.6363636363636364,0.6726879181424635,0.43282828282828284,0.34848484848484845,0.6363636363636364,0.4393939393939394,11
rolling,5,True,0.5,2.0,0.6,0.45,0.09090909090909091,0.6363636363636364,0.6506099960645415,0.41464646464646465,0.3484848484848485,0.6363636363636364,0.4393939393939394,11
rolling,5,True,0.5,2.0,0.7,0.45,0.09090909090909091,0.6363636363636364,0.6506099960645415,0.41464646464646465,0.3484848484848485,0.6363636363636364,0.4393939393939394,11
rolling,5,True,0.5,2.0,0.8,0.45,0.09090909090909091,0.6363636363636364,0.6506099960645415,0.41464646464646465,0.3484848484848485,0.6363636363636364,0.4393939393939394,11
rolling,5,True,0.5,1.2,0.6,0.40454545454545465,0.09090909090909091,0.6363636363636364,0.6726879181424635,0.43282828282828284,0.3181818181818182,0.6363636363636364,0.4242424242424242,11
rolling,5,True,0.5,1.2,0.7,0.40454545454545465,0.09090909090909091,0.6363636363636364,0.6726879181424635,0.43282828282828284,0.3181818181818182,0.6363636363636364,0.4242424242424242,11
rolling,5,True,0.5,1.2,0.8,0.40454545454545465,0.09090909090909091,0.6363636363636364,0.6726879181424635,0.43282828282828284,0.3181818181818182,0.6363636363636364,0.4242424242424242,11
rolling,5,True,0.8,1.2,0.6,0.3954545454545455,0.09090909090909091,0.6363636363636364,0.5908697363242816,0.38737373737373737,0.3181818181818182,0.6363636363636364,0.4242424242424242,11
rolling,5,True,0.8,1.2,0.7,0.3954545454545455,0.09090909090909091,0.6363636363636364,0.5908697363242816,0.38737373737373737,0.3181818181818182,0.6363636363636364,0.4242424242424242,11
rolling,5,True,0.8,1.2,0.8,0.3954545454545455,0.09090909090909091,0.6363636363636364,0.5908697363242816,0.38737373737373737,0.3181818181818182,0.6363636363636364,0.4242424242424242,11
rolling,5,False,0.8,2.0,0.6,0.3727272727272728,0.09090909090909091,0.6363636363636364,0.5901416765053129,0.40606060606060607,0.32575757575757575,0.6363636363636364,0.4151515151515151,11
rolling,5,False,0.8,2.0,0.7,0.3727272727272728,0.09090909090909091,0.6363636363636364,0.5901416765053129,0.40606060606060607,0.32575757575757575,0.6363636363636364,0.4151515151515151,11
rolling,5,False,0.8,2.0,0.8,0.3727272727272728,0.09090909090909091,0.6363636363636364,0.5901416765053129,0.40606060606060607,0.32575757575757575,0.6363636363636364,0.4151515151515151,11
rolling,5,True,0.2,2.0,0.6,0.3954545454545455,0.09090909090909091,0.6363636363636364,0.662081857536403,0.4288961038961039,0.30303030303030304,0.6363636363636364,0.4090909090909091,11
rolling,5,True,0.2,2.0,0.7,0.3954545454545455,0.09090909090909091,0.6363636363636364,0.662081857536403,0.4288961038961039,0.30303030303030304,0.6363636363636364,0.4090909090909091,11
rolling,5,True,0.2,2.0,0.8,0.3954545454545455,0.09090909090909091,0.6363636363636364,0.662081857536403,0.4288961038961039,0.30303030303030304,0.6363636363636364,0.4090909090909091,11
rolling,5,True,1.0,2.0,0.6,0.40454545454545465,0.09090909090909091,0.6363636363636364,0.5945493900039355,0.41893939393939394,0.30303030303030304,0.6363636363636364,0.4090909090909091,11
rolling,5,True,1.0,2.0,0.7,0.40454545454545465,0.09090909090909091,0.6363636363636364,0.5945493900039355,0.41893939393939394,0.30303030303030304,0.6363636363636364,0.4090909090909091,11
rolling,5,True,1.0,2.0,0.8,0.40454545454545465,0.09090909090909091,0.6363636363636364,0.5945493900039355,0.41893939393939394,0.30303030303030304,0.6363636363636364,0.4090909090909091,11
rolling,5,True,0.5,0.8,0.6,0.3590909090909091,0.0,0.6363636363636364,0.5817788272333726,0.38737373737373737,0.33636363636363636,0.7272727272727273,0.45454545454545453,11
rolling,5,True,0.5,0.8,0.7,0.3590909090909091,0.0,0.6363636363636364,0.5817788272333726,0.38737373737373737,0.33636363636363636,0.7272727272727273,0.45454545454545453,11
rolling,5,True,0.5,0.8,0.8,0.3590909090909091,0.0,0.6363636363636364,0.5817788272333726,0.38737373737373737,0.33636363636363636,0.7272727272727273,0.45454545454545453,11
rolling,5,True,0.8,2.0,0.6,0.39545454545454556,0.0,0.6363636363636364,0.5763675718221173,0.3734848484848485,0.30303030303030304,0.6363636363636364,0.4090909090909091,11
rolling,5,True,0.8,2.0,0.7,0.39545454545454556,0.0,0.6363636363636364,0.5763675718221173,0.3734848484848485,0.30303030303030304,0.6363636363636364,0.4090909090909091,11
rolling,5,True,0.8,2.0,0.8,0.39545454545454556,0.0,0.6363636363636364,0.5763675718221173,0.3734848484848485,0.30303030303030304,0.6363636363636364,0.4090909090909091,11
